Message,EventID,SourceName,TimeCreated,Hostname,Task,Level,Keywords,Channel,ProviderGuid,@timestamp,SubjectLogonId,SubjectDomainName,SubjectUserSid,SourceHandleId,TargetHandleId,SourceProcessId,TargetProcessId,SubjectUserName,ObjectServer,HandleId,ProcessName,ProcessId,RestrictedSidCount,ObjectName,ResourceAttributes,PrivilegeList,TransactionId,AccessMask,ObjectType,AccessReason,AccessList,CommandLine,NewProcessId,TargetLogonId,TokenElevationType,NewProcessName,TargetDomainName,TargetUserName,ParentProcessName,TargetUserSid,MandatoryLabel,Service,Type,ReadOperation,ClientProcessId,ProcessCreationTime,ReturnCode,CountOfCredentialsReturned,TargetName,DisabledPrivilegeList,EnabledPrivilegeList,NewSd,OldSd,Flags,PackageSid,Schema,SchemaFriendlyName,Resource,Identity,Status,SourcePort,LayerName,SourceAddress,Protocol,LayerRTID,FilterRTID,Application,RemoteMachineID,Direction,DestPort,RemoteUserID,DestAddress,ProcessID,GrantedAccess,SourceThreadId,SourceImage,CallTrace,UtcTime,TargetProcessGUID,RuleName,SourceProcessGUID,TargetImage,ProcessGuid,Image,EventType,TargetObject,Details,Archived,Hashes,Session,ClientInfo,Signature,Company,ImageLoaded,FileVersion,Description,SignatureStatus,Product,Signed,OriginalFileName,User,ParentProcessId,IntegrityLevel,CurrentDirectory,ParentCommandLine,TerminalSessionId,ParentImage,ParentProcessGuid,LogonGuid,LogonId,Device,TargetFilename,CreationUtcTime,PipeName
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:12.067
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\ntmarta.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: Windows NT MARTA provider
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: ntmarta.dll
Hashes: SHA1=5C986A06C21B5CDCFD799E3B5CA475CE2AFF6058,MD5=435009D1DDC0365BFA34B8C8D3F85286,SHA256=2F94628F056FE65EA81351E134E59ECE813FEC5E8400C12D6DFA49DEFD126D01,IMPHASH=B0E49176FB29AC2D0ABB840B4C490D21
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.073Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.073Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:12.067,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=5C986A06C21B5CDCFD799E3B5CA475CE2AFF6058,MD5=435009D1DDC0365BFA34B8C8D3F85286,SHA256=2F94628F056FE65EA81351E134E59ECE813FEC5E8400C12D6DFA49DEFD126D01,IMPHASH=B0E49176FB29AC2D0ABB840B4C490D21",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\ntmarta.dll,10.0.18362.1 (WinBuild.160101.0800),Windows NT MARTA provider,Valid,Microsoft® Windows® Operating System,true,ntmarta.dll,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:12.051
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\scrrun.dll
FileVersion: 5.812.10240.16384
Description: Microsoft ® Script Runtime
Product: Microsoft ® Script Runtime
Company: Microsoft Corporation
OriginalFileName: scrrun.dll
Hashes: SHA1=89B8653AC5DFCA3641B7F96E7920098D9F5580CE,MD5=7ADCFEE741DF22DA4740A23AAA12FC95,SHA256=C13F473DE12DB05364B565E3E4D5E4E1A97B942B6CC49C38C8974C2D49C9CAB1,IMPHASH=F90736BF92CC46B1B7699517D14BF2CD
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.086Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.086Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:12.051,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=89B8653AC5DFCA3641B7F96E7920098D9F5580CE,MD5=7ADCFEE741DF22DA4740A23AAA12FC95,SHA256=C13F473DE12DB05364B565E3E4D5E4E1A97B942B6CC49C38C8974C2D49C9CAB1,IMPHASH=F90736BF92CC46B1B7699517D14BF2CD",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\scrrun.dll,5.812.10240.16384,Microsoft ® Script Runtime,Valid,Microsoft ® Script Runtime,true,scrrun.dll,,,,,,,,,,,,,,
"Process accessed:
RuleName: -
UtcTime: 2020-11-02 21:39:12.082
SourceProcessGUID: {39e4a257-f132-5f8b-1200-000000000700}
SourceProcessId: 404
SourceThreadId: 8348
SourceImage: C:\windows\system32\svchost.exe
TargetProcessGUID: {39e4a257-f138-5f8b-5600-000000000700}
TargetProcessId: 3408
TargetImage: C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe
GrantedAccess: 0x1000
CallTrace: C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1",10,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.089Z,WORKSTATION5,10,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.089Z,,,,,,404,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1000,8348.0,C:\windows\system32\svchost.exe,C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1,2020-11-02 21:39:12.082,{39e4a257-f138-5f8b-5600-000000000700},-,{39e4a257-f132-5f8b-1200-000000000700},C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:12.098
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\propsys.dll
FileVersion: 7.0.18362.815 (WinBuild.160101.0800)
Description: Microsoft Property System
Product: Windows® Search
Company: Microsoft Corporation
OriginalFileName: propsys.dll
Hashes: SHA1=9CC7754BDE825122FB0D3DF16579BD7CC2884B8B,MD5=B6D1AA0F21AC82024879E4EE96B50B56,SHA256=AF6B7199AAB64EBDADDA63B8662878A076A343955B1CF5E9F48C98114EF52BBE,IMPHASH=0D1929519D5C1A55D02774067E6F2181
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.102Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.102Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:12.098,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=9CC7754BDE825122FB0D3DF16579BD7CC2884B8B,MD5=B6D1AA0F21AC82024879E4EE96B50B56,SHA256=AF6B7199AAB64EBDADDA63B8662878A076A343955B1CF5E9F48C98114EF52BBE,IMPHASH=0D1929519D5C1A55D02774067E6F2181",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\propsys.dll,7.0.18362.815 (WinBuild.160101.0800),Microsoft Property System,Valid,Windows® Search,true,propsys.dll,,,,,,,,,,,,,,
"Process accessed:
RuleName: -
UtcTime: 2020-11-02 21:39:12.098
SourceProcessGUID: {39e4a257-f132-5f8b-1200-000000000700}
SourceProcessId: 404
SourceThreadId: 8752
SourceImage: C:\windows\system32\svchost.exe
TargetProcessGUID: {39e4a257-f138-5f8b-5600-000000000700}
TargetProcessId: 3408
TargetImage: C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe
GrantedAccess: 0x1000
CallTrace: C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1",10,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.114Z,WORKSTATION5,10,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.114Z,,,,,,404,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1000,8752.0,C:\windows\system32\svchost.exe,C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1,2020-11-02 21:39:12.098,{39e4a257-f138-5f8b-5600-000000000700},-,{39e4a257-f132-5f8b-1200-000000000700},C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Image loaded:
RuleName: -
UtcTime: 2020-11-02 21:39:12.098
ProcessGuid: {39e4a257-7c7f-5fa0-c34c-000000000700}
ProcessId: 12036
Image: C:\Users\wardog\Desktop\Seatbelt.exe
ImageLoaded: C:\Windows\System32\linkinfo.dll
FileVersion: 10.0.18362.1 (WinBuild.160101.0800)
Description: Windows Volume Tracking
Product: Microsoft® Windows® Operating System
Company: Microsoft Corporation
OriginalFileName: LINKINFO.DLL
Hashes: SHA1=46EE65A4D1A0169AD5FC2E14B236D0405B7FA0EE,MD5=590EDE606E4AD541A529F7899795A430,SHA256=26904703C9B2F0E1BF0B535BF15CB91FF0A63340E12613D09876BF891A97B2F3,IMPHASH=61736CFA87B6C26F29E8649640CFF671
Signed: true
Signature: Microsoft Windows
SignatureStatus: Valid",7,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.118Z,WORKSTATION5,7,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.118Z,,,,,,,,,,,,12036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-11-02 21:39:12.098,,-,,,{39e4a257-7c7f-5fa0-c34c-000000000700},C:\Users\wardog\Desktop\Seatbelt.exe,,,,,"SHA1=46EE65A4D1A0169AD5FC2E14B236D0405B7FA0EE,MD5=590EDE606E4AD541A529F7899795A430,SHA256=26904703C9B2F0E1BF0B535BF15CB91FF0A63340E12613D09876BF891A97B2F3,IMPHASH=61736CFA87B6C26F29E8649640CFF671",,,Microsoft Windows,Microsoft Corporation,C:\Windows\System32\linkinfo.dll,10.0.18362.1 (WinBuild.160101.0800),Windows Volume Tracking,Valid,Microsoft® Windows® Operating System,true,LINKINFO.DLL,,,,,,,,,,,,,,
"Process accessed:
RuleName: -
UtcTime: 2020-11-02 21:39:12.113
SourceProcessGUID: {39e4a257-f132-5f8b-1200-000000000700}
SourceProcessId: 404
SourceThreadId: 8752
SourceImage: C:\windows\system32\svchost.exe
TargetProcessGUID: {39e4a257-f138-5f8b-5600-000000000700}
TargetProcessId: 3408
TargetImage: C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe
GrantedAccess: 0x1000
CallTrace: C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1",10,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.128Z,WORKSTATION5,10,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.128Z,,,,,,404,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1000,8752.0,C:\windows\system32\svchost.exe,C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1,2020-11-02 21:39:12.113,{39e4a257-f138-5f8b-5600-000000000700},-,{39e4a257-f132-5f8b-1200-000000000700},C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Process accessed:
RuleName: -
UtcTime: 2020-11-02 21:39:12.129
SourceProcessGUID: {39e4a257-f132-5f8b-1200-000000000700}
SourceProcessId: 404
SourceThreadId: 8752
SourceImage: C:\windows\system32\svchost.exe
TargetProcessGUID: {39e4a257-f138-5f8b-5600-000000000700}
TargetProcessId: 3408
TargetImage: C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe
GrantedAccess: 0x1000
CallTrace: C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1",10,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.141Z,WORKSTATION5,10,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.141Z,,,,,,404,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1000,8752.0,C:\windows\system32\svchost.exe,C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1,2020-11-02 21:39:12.129,{39e4a257-f138-5f8b-5600-000000000700},-,{39e4a257-f132-5f8b-1200-000000000700},C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Process accessed:
RuleName: -
UtcTime: 2020-11-02 21:39:12.145
SourceProcessGUID: {39e4a257-f132-5f8b-1200-000000000700}
SourceProcessId: 404
SourceThreadId: 8752
SourceImage: C:\windows\system32\svchost.exe
TargetProcessGUID: {39e4a257-f138-5f8b-5600-000000000700}
TargetProcessId: 3408
TargetImage: C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe
GrantedAccess: 0x1000
CallTrace: C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1",10,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.155Z,WORKSTATION5,10,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.155Z,,,,,,404,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1000,8752.0,C:\windows\system32\svchost.exe,C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1,2020-11-02 21:39:12.145,{39e4a257-f138-5f8b-5600-000000000700},-,{39e4a257-f132-5f8b-1200-000000000700},C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Process accessed:
RuleName: -
UtcTime: 2020-11-02 21:39:12.160
SourceProcessGUID: {39e4a257-f132-5f8b-1200-000000000700}
SourceProcessId: 404
SourceThreadId: 8752
SourceImage: C:\windows\system32\svchost.exe
TargetProcessGUID: {39e4a257-f138-5f8b-5600-000000000700}
TargetProcessId: 3408
TargetImage: C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe
GrantedAccess: 0x1000
CallTrace: C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1",10,Microsoft-Windows-Sysmon,2020-11-02T04:39:12.168Z,WORKSTATION5,10,4,0x8000000000000000,Microsoft-Windows-Sysmon/Operational,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},2020-11-02T04:39:12.168Z,,,,,,404,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0x1000,8752.0,C:\windows\system32\svchost.exe,C:\windows\SYSTEM32\ntdll.dll+9c584|C:\windows\System32\KERNELBASE.dll+6af15|c:\windows\system32\lsm.dll+1184f|c:\windows\system32\lsm.dll+1172e|C:\windows\System32\RPCRT4.dll+76a63|C:\windows\System32\RPCRT4.dll+da036|C:\windows\System32\RPCRT4.dll+37b7c|C:\windows\System32\RPCRT4.dll+549f8|C:\windows\System32\RPCRT4.dll+2c9b1|C:\windows\System32\RPCRT4.dll+2c26b|C:\windows\System32\RPCRT4.dll+1a8cf|C:\windows\System32\RPCRT4.dll+19d7a|C:\windows\System32\RPCRT4.dll+19361|C:\windows\System32\RPCRT4.dll+18dce|C:\windows\System32\RPCRT4.dll+16a05|C:\windows\SYSTEM32\ntdll.dll+333ed|C:\windows\SYSTEM32\ntdll.dll+34142|C:\windows\System32\KERNEL32.DLL+17c24|C:\windows\SYSTEM32\ntdll.dll+6cea1,2020-11-02 21:39:12.160,{39e4a257-f138-5f8b-5600-000000000700},-,{39e4a257-f132-5f8b-1200-000000000700},C:\ProgramData\Microsoft\Windows Defender\platform\4.18.2009.7-0\MsMpEng.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
